ORDER,DISTRICT,CONSTITUENCY,SUB COUNTY,PARISH,STATION,REG VOTERS,ABED  BWANIKA,AMAMA  MBABAZI,BARYAMUREEBA  VENANSIUS,BENON  BUTA BIRAARO,KIZZA  BESIGYE KIFEFE,MABIRIZI  JOSEPH,MAUREEN  FAITH KYALYA WALUUBE,YOWERI  KAGUTA MUSEVENI,VALID VOTES,INVALID VOTES,TOTAL VOTES
3012,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,012 MPUNGU,03 KARUNGU PRI SCH,295,2,3,2,0,58,1,0,163,229,4,233
3013,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,012 MPUNGU,04 HAKADONGO,506,1,2,0,1,54,1,0,306,365,7,372
3014,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,012 MPUNGU,05 KERERE,883,5,1,3,0,127,2,1,501,640,9,649
3015,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,013 RUHONWA,01 KASHONGATI,832,2,5,1,2,218,0,2,385,615,5,620
3016,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,013 RUHONWA,02 RUHONWA,565,1,2,3,1,137,1,1,261,407,2,409
3017,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,013 RUHONWA,03 KABANDAMA,851,5,3,3,0,307,2,1,313,634,4,638
3018,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,014 SHEBEYA,01 KANYAMYEKO,344,0,2,0,0,61,0,0,216,279,5,284
3019,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,014 SHEBEYA,02 KIRIMA,532,1,4,1,5,86,0,0,305,402,9,411
3020,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,014 SHEBEYA,03 KABISHA,909,2,3,4,1,215,1,1,499,726,15,741
3021,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,014 SHEBEYA,04 HAMURWA PRI SCH,432,1,3,0,0,113,0,1,165,283,11,294
3022,009 KABALE,047 RUBANDA COUNTY EAST,002 HAMURWA,014 SHEBEYA,05 BUZANIRO PRI SCH,375,1,5,0,0,82,0,0,202,290,8,298
3023,009 KABALE,047 RUBANDA COUNTY EAST,003 HAMURWA TOWN COUNCIL,009 HAMURWA WARD,01 HAMURWA TOWN COUNCIL HQTRS,792,2,3,4,1,220,2,0,328,560,10,570
3024,009 KABALE,047 RUBANDA COUNTY EAST,003 HAMURWA TOWN COUNCIL,015 KANYABITARA WARD,01 KANYABITARA,660,1,3,0,0,83,0,0,484,571,2,573
3025,009 KABALE,047 RUBANDA COUNTY EAST,003 HAMURWA TOWN COUNCIL,016 KARUKARA WARD,01 IKUMBA PRI SCH COMPOUND,584,2,1,0,1,149,0,1,294,448,11,459
3026,009 KABALE,047 RUBANDA COUNTY EAST,003 HAMURWA TOWN COUNCIL,017 NANGARO WARD,01 HABUSINDE,584,0,3,2,2,119,0,2,323,451,3,454
3027,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,003 KACEENAGA,01 KACEENAGA CATHOLIC CHURCH,544,3,3,1,0,122,0,2,282,413,0,413
3028,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,003 KACEENAGA,02 HAKISHENYI PRI SCH,741,3,1,3,0,169,0,0,331,507,45,552
3029,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,007 NANGARA,01 HAKICWAMBA,443,1,2,0,1,143,0,0,212,359,9,368
3030,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,007 NANGARA,02 KAKALIISA,430,1,2,0,1,119,0,1,187,311,13,324
3031,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,007 NANGARA,03 KATERETERE (A-L),470,1,5,2,3,133,0,2,214,360,21,381
3032,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,007 NANGARA,04 KATERETERE (M-Z),566,0,6,1,0,148,1,1,271,428,18,446
3033,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,018 BIGUNGIRO,01 BIGUNGIRO CENTRE,864,4,6,3,0,191,0,0,442,646,13,659
3034,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,018 BIGUNGIRO,02 KAGOYE PRI SCH GROUNDS,342,0,6,1,0,58,0,0,202,267,21,288
3035,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,020 BWAYU,01 KATWIGYI,570,1,2,3,0,139,0,0,288,433,0,433
3036,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,020 BWAYU,02 RUJANJARA,676,4,8,3,1,117,1,0,322,456,12,468
3037,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,020 BWAYU,03 RWANYANGABO,210,1,2,2,0,38,0,1,121,165,4,169
3038,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,021 NYAMWERU,01 BWINDI CATHOLIC CHURCH,859,4,6,3,0,157,1,5,422,598,9,607
3039,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,021 NYAMWERU,02 NYAMWERU PRISCH,531,1,6,1,0,130,0,1,224,363,11,374
3040,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,025 KYOKYEZO,01 KYOKYEZO PRI SCH,879,0,3,2,0,113,1,0,208,327,6,333
3041,009 KABALE,047 RUBANDA COUNTY EAST,004 NYAMWEERU,025 KYOKYEZO,02 BUTATURWA,328,1,4,1,1,115,0,1,168,291,1,292
3042,009 KABALE,047 RUBANDA COUNTY EAST,001 BUFUNDI,002 KACERERE,01 KIRURUMA,407,1,2,0,0,53,0,0,264,320,2,322
3043,009 KABALE,047 RUBANDA COUNTY EAST,001 BUFUNDI,002 KACERERE,02 MUKITOJO PRI SCH,715,2,6,3,1,167,0,1,400,580,6,586
3044,009 KABALE,047 RUBANDA COUNTY EAST,001 BUFUNDI,002 KACERERE,03 KASHAMBYA,720,2,2,1,2,68,0,1,512,588,13,601
3045,009 KABALE,047 RUBANDA COUNTY EAST,001 BUFUNDI,002 KACERERE,04 KACERERE PRI SCH,331,0,1,1,0,67,0,0,160,229,3,232
3046,009 KABALE,047 RUBANDA COUNTY EAST,001 BUFUNDI,002 KACERERE,05 KACERERE,692,3,4,0,1,139,0,0,366,513,14,527
3047,009 KABALE,047 RUBANDA COUNTY EAST,001 BUFUNDI,002 KACERERE,06 KASHAMBYA C.O.U COMPOUND,407,0,1,1,0,59,2,0,286,349,6,355
3048,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,003 KAGUNGA,01 HABUHINGA,797,3,4,2,0,188,0,0,410,607,8,615
3049,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,003 KAGUNGA,02 MUZIKU,465,3,3,1,1,93,1,0,292,394,3,397
3050,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,003 KAGUNGA,03 BUNAGA,347,1,1,0,1,94,1,0,178,276,1,277
3051,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,003 KAGUNGA,04 KIRIBA,354,2,1,1,1,81,1,1,193,281,5,286
3052,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,004 KASHAASHA - BUFUNDI,01 MURAGO,556,4,3,1,0,81,0,0,363,452,1,453
3053,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,004 KASHAASHA - BUFUNDI,02 KASHAASHA PRI SCH,755,6,2,1,0,119,0,1,442,571,3,574
3054,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,004 KASHAASHA - BUFUNDI,03 KAGARI,826,1,5,3,0,143,0,1,490,643,2,645
3055,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,004 KASHAASHA - BUFUNDI,04 KINYARUSHENGYE PRI SCH,426,5,2,2,0,80,1,0,226,316,11,327
3056,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,005 KISHANJE,01 RWABAHUNDAME,541,3,1,0,0,60,1,1,338,404,5,409
3057,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,005 KISHANJE,02 SUB COUNTY GROUNDS,701,4,0,0,0,75,0,0,457,536,7,543
3058,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,005 KISHANJE,03 KISHANJE PLAYGROUND,710,4,9,1,0,139,0,0,335,488,5,493
3059,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,005 KISHANJE,04 SHEBEYA,285,1,1,4,0,49,0,0,151,206,6,212
3060,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,006 MUGYERA,01 KASHAMBYA,565,3,5,2,0,87,0,0,296,393,7,400
3061,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,006 MUGYERA,02 BUSHURE,767,6,9,6,2,159,0,0,388,570,2,572
3062,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,006 MUGYERA,03 MURUHINGA,704,3,1,2,0,158,1,0,303,468,13,481
3063,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,006 MUGYERA,04 MURUBANGYE,714,1,0,0,1,127,0,0,250,379,16,395
3064,009 KABALE,048 RUBANDA COUNTY WEST,001 BUFUNDI,006 MUGYERA,05 MURANDI,266,1,5,2,0,83,0,0,120,211,3,214
3065,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,008 KASHASHA/IKUMBA,01 IKUMBA HEALTH CENTRE,719,3,5,4,1,135,0,0,385,533,4,537
3066,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,008 KASHASHA/IKUMBA,02 NDEEGO PRI SCH (A - M),506,0,0,0,0,0,0,0,0,0,0,0
3067,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,008 KASHASHA/IKUMBA,03 KIRIBA PRI SCH,711,3,3,1,0,119,1,2,438,567,16,583
3068,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,008 KASHASHA/IKUMBA,04 IHUNGA PRI SCH,794,5,8,5,1,241,2,1,351,614,9,623
3069,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,008 KASHASHA/IKUMBA,05 KIRURUMA,575,0,3,4,1,105,2,0,308,423,15,438
3070,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,008 KASHASHA/IKUMBA,06 NDEEGO PRI SCH (N - Z),466,2,4,2,0,74,0,0,278,360,6,366
3071,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,010 MUSHANJE,01 RWABUREGYEYA,769,8,10,6,0,91,0,0,395,510,13,523
3072,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,010 MUSHANJE,02 KINYUNGU,424,3,3,4,0,75,0,0,200,285,14,299
3073,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,010 MUSHANJE,03 KIGUMIRA PRI SCH,583,1,2,0,0,64,0,4,313,384,9,393
3074,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,010 MUSHANJE,04 MUKIBUNGO,257,6,2,1,0,49,0,0,141,199,1,200
3075,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,011 NYAKABUNGO,01 MUROLE PLAYGROUND (A - M),504,3,3,1,1,180,0,0,196,384,1,385
3076,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,011 NYAKABUNGO,02 KABIRIZI PRI SCH,429,1,1,1,0,104,0,0,242,349,1,350
3077,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,011 NYAKABUNGO,03 MURAMBO C.O.U,606,7,4,2,1,104,2,0,350,470,22,492
3078,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,011 NYAKABUNGO,04 BUSENZI,741,3,2,1,1,123,1,0,380,511,16,527
3079,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,011 NYAKABUNGO,05 NYAKABUNGO,581,2,1,2,0,120,0,1,316,442,6,448
3080,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,011 NYAKABUNGO,06 MUROLE PLAYGROUND (N - Z),427,0,2,2,0,126,0,1,192,323,2,325
3081,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,012 NYAMABARE,01 BURIMBE PRI SCH,406,0,2,1,0,87,1,0,209,300,10,310
3082,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,012 NYAMABARE,02 KIRINGA,858,6,9,5,2,164,1,1,377,565,8,573
3083,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,012 NYAMABARE,03 BUREMBA TRADING CENTRE,447,1,0,1,0,104,0,0,200,306,18,324
3084,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,012 NYAMABARE,04 MUKIRWA CHURCH,342,1,2,1,0,102,0,1,159,266,10,276
3085,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,012 NYAMABARE,05 NYARUGARAGARA,591,2,3,3,0,110,1,0,322,441,3,444
3086,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,012 NYAMABARE,06 NYAMABALE,676,5,1,4,2,175,1,1,274,463,0,463
3087,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,013 NYARUHANGA,01 NTARAGA,624,0,2,2,1,174,0,1,257,437,14,451
3088,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,013 NYARUHANGA,02 BWEGYERERE,485,3,2,5,0,135,0,0,191,336,37,373
3089,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,013 NYARUHANGA,03 NYAMIYAGA,914,2,6,2,0,219,0,2,377,608,38,646
3090,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,013 NYARUHANGA,04 KAGUNGA,751,1,5,3,2,143,0,0,358,512,6,518
3091,009 KABALE,048 RUBANDA COUNTY WEST,002 IKUMBA,013 NYARUHANGA,05 MUKASHEKYE,568,4,2,3,4,74,0,1,356,444,3,447
3092,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,014 BUTARE,01 RUREMBO,792,0,0,3,0,86,1,0,578,668,8,676
3093,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,014 BUTARE,02 BUGARAMA-KABUGA,526,2,3,0,0,100,0,0,361,466,2,468
3094,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,014 BUTARE,03 BISHAKI,745,6,6,5,0,97,0,1,520,635,2,637
3095,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,014 BUTARE,04 MUKO-BUTARE PRI SCH,635,0,0,5,3,169,0,1,314,492,3,495
3096,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,014 BUTARE,05 MUKO SUB COUNTY HQTRS PLAYGROUND,663,4,3,3,2,170,1,1,349,533,10,543
3097,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,014 BUTARE,06 MUBYEZA-KABERASANO,257,3,0,1,0,20,0,0,200,224,5,229
3098,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,014 BUTARE,07 HABUHINGA HAMUTORA,421,2,0,1,2,105,0,1,244,355,3,358
3099,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,014 BUTARE,08 BUTARE CATHOLIC CHURCH,207,0,4,0,0,18,1,0,162,185,0,185
3100,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,014 BUTARE,09 IGABIRO ROAD,793,2,2,1,1,120,0,0,492,618,1,619
3101,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,014 BUTARE,10 HABUTOBERE C.O.U,479,1,1,2,0,149,0,0,228,381,11,392
3102,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,015 IKAMIRO,01 KABAYA PRI SCH,529,1,1,1,0,99,0,0,333,435,0,435
3103,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,015 IKAMIRO,02 IKAMIRO PRI SCH,847,0,1,3,0,192,0,0,414,610,9,619
3104,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,015 IKAMIRO,03 KIRURUMA PRI SCH,776,2,5,5,0,193,1,0,393,599,9,608
3105,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,015 IKAMIRO,04 RWABURINDI PRI SCH,412,3,2,2,0,77,1,0,238,323,8,331
3106,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,015 IKAMIRO,05 KABAYA CATHOLIC CHURCH,428,4,4,2,1,102,0,0,231,344,2,346
3107,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,016 KABERE,01 NYAKATOOMA C.O.U,765,9,2,0,0,182,0,1,460,654,14,668
3108,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,016 KABERE,02 KABURARA PRI SCH,573,6,11,1,0,90,2,1,359,470,4,474
3109,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,016 KABERE,03 KABERE HEALTH CENTRE II,328,1,1,1,0,73,0,0,197,273,0,273
3110,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,017 KARENGYERE,01 NCUNDURA PRI SCH,530,4,1,2,0,69,0,0,376,452,10,462
3111,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,017 KARENGYERE,02 MUKO HILL PRI SCH,225,0,0,0,0,65,0,0,109,174,2,176
3112,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,017 KARENGYERE,03 KARENGYERE PLAYGROUND,560,2,2,2,0,84,0,0,336,426,10,436
3113,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,017 KARENGYERE,04 RUSHEKYE B,421,3,4,4,0,109,0,0,214,334,8,342
3114,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,017 KARENGYERE,05 MUKO MARKET,468,4,4,1,0,140,0,0,199,348,19,367
3115,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,018 KAARA,01 KAKANGAGA CATHOLIC CHURCH SCH,811,4,7,3,2,116,1,0,554,687,5,692
3116,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,018 KAARA,02 KAARA PRI SCH,542,3,5,0,0,99,0,1,338,446,3,449
3117,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,018 KAARA,03 KIBUNGO PUBLIC GROUNDS,667,2,4,0,1,89,0,0,473,569,13,582
3118,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,018 KAARA,04 NSHANJARE MARKET,742,6,7,3,0,150,1,0,462,629,7,636
3119,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,018 KAARA,05 MENGO PRI SCH,416,2,4,4,0,68,0,0,281,359,9,368
3120,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,018 KAARA,06 KABINDI TRADING CENTRE,536,1,2,2,0,112,1,0,341,459,3,462
3121,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,019 KYENYI,01 MUKIGEIGA,703,3,1,1,0,141,0,0,417,563,20,583
3122,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,019 KYENYI,02 KYENYI PRI SCH,409,4,7,0,0,141,0,0,182,334,16,350
3123,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,019 KYENYI,03 HAGWOBUTARE TRADING CENTRE,782,7,3,2,1,139,0,2,453,607,41,648
3124,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,020 NYARURAMBI,01 NYARURAMBI PRI SCH,520,1,4,2,1,121,1,0,273,403,13,416
3125,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,020 NYARURAMBI,02 BURINDI PRI SCH/BWINDI,923,8,6,2,2,241,2,1,417,679,4,683
3126,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,020 NYARURAMBI,03 KISHAKI P. SCHOOL,774,2,4,3,0,179,0,0,421,609,3,612
3127,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,020 NYARURAMBI,04 BUGUNGA C SCH (A-M),562,3,4,1,1,160,0,0,296,465,11,476
3128,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,020 NYARURAMBI,05 MUKO HEALTH CENTRE,537,5,3,1,0,93,0,0,322,424,11,435
3129,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,020 NYARURAMBI,06 AFRICARE OFFICES,371,3,9,0,0,68,0,0,229,309,4,313
3130,009 KABALE,048 RUBANDA COUNTY WEST,003 MUKO,020 NYARURAMBI,07 BUGUNGA C SCH (N-Z),521,4,1,5,1,136,1,0,292,440,5,445
3131,009 KABALE,048 RUBANDA COUNTY WEST,004 RUHIJA,001 BUHUMURIRO,01 BUZANIRO PRI SCH,715,8,2,2,0,143,0,1,421,577,9,586
3132,009 KABALE,048 RUBANDA COUNTY WEST,004 RUHIJA,007 KASHEKYERA,01 KYOGO ANNEX PRI SCH,543,5,8,0,0,121,0,0,258,392,17,409
3133,009 KABALE,048 RUBANDA COUNTY WEST,004 RUHIJA,007 KASHEKYERA,02 KITAABA ANNEX PRI SCH,515,3,5,3,0,60,0,0,284,355,9,364
3134,009 KABALE,048 RUBANDA COUNTY WEST,004 RUHIJA,009 KITOJO,01 MUSHASHA TRADING CENTRE,619,4,3,3,0,94,1,0,360,465,7,472
3135,009 KABALE,048 RUBANDA COUNTY WEST,004 RUHIJA,009 KITOJO,02 KATOOMA CATHOLIC CHURCH,388,0,8,1,0,62,0,0,241,312,0,312
3136,009 KABALE,048 RUBANDA COUNTY WEST,004 RUHIJA,021 KIYEBE,01 MUKYOGO,581,5,5,2,0,119,1,0,325,457,6,463
3137,009 KABALE,048 RUBANDA COUNTY WEST,004 RUHIJA,021 KIYEBE,02 KIYEBE PRI SCH,617,0,2,2,0,108,0,1,366,479,10,489
3138,009 KABALE,048 RUBANDA COUNTY WEST,004 RUHIJA,022 NTUNGAMO,01 KINYOOGO PRI SCH,912,10,9,4,1,142,0,1,506,673,16,689
3139,009 KABALE,048 RUBANDA COUNTY WEST,001 BUKINDA,001 KANDAGO,01 KANDAGO PRI SCH,782,0,1,0,2,269,0,2,322,596,10,606
3140,009 KABALE,048 RUBANDA COUNTY WEST,001 BUKINDA,001 KANDAGO,02 KIRIMBE,331,0,4,1,0,114,0,1,140,260,8,268
3141,009 KABALE,048 RUBANDA COUNTY WEST,001 BUKINDA,002 KARORWA,01 NYAKASIRU PRI SCH,458,3,3,0,2,136,2,2,191,339,24,363
3142,009 KABALE,048 RUBANDA COUNTY WEST,001 BUKINDA,002 KARORWA,02 BUKORANYI PRI SCH,261,0,5,0,0,78,0,0,90,173,6,179
3143,009 KABALE,048 RUBANDA COUNTY WEST,001 BUKINDA,002 KARORWA,03 KARORWA PRI SCH,685,2,7,2,0,182,0,0,303,496,47,543
3144,009 KABALE,048 RUBANDA COUNTY WEST,001 BUKINDA,003 KYERERO,01 KYERERO PRI SCH,491,1,3,2,0,157,0,0,219,382,5,387
3145,009 KABALE,048 RUBANDA COUNTY WEST,001 BUKINDA,003 KYERERO,02 KYERERO HEALTH CENTRE II,583,2,3,3,0,213,1,0,252,474,6,480
3146,009 KABALE,048 RUBANDA COUNTY WEST,001 BUKINDA,003 KYERERO,03 WACHEBA PRI SCH,576,3,2,1,1,146,0,0,304,457,17,474
3147,009 KABALE,048 RUBANDA COUNTY WEST,001 BUKINDA,003 KYERERO,04 RUTARABANA CATHOLIC CHURCH,290,0,0,0,0,44,0,0,193,237,8,245
3148,009 KABALE,048 RUBANDA COUNTY WEST,001 BUKINDA,006 NYAKASIRU,01 KARUBANDA,851,3,5,3,0,264,0,1,363,639,23,662
3149,009 KABALE,049 RUKIGA COUNTY,001 BUKINDA,006 NYAKASIRU,02 RYABIRENGYE PRI SCH,553,1,4,1,1,178,0,0,214,399,15,414
3150,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,007 KASHEKYE,01 NGANGO,720,0,0,0,2,39,0,1,454,496,7,503
3151,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,007 KASHEKYE,02 KASHEKYE PARISH HQTRS/MURUKA,754,1,1,0,0,62,0,0,512,576,10,586
3152,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,007 KASHEKYE,03 NYAKIHANGA PRI SCH,757,1,0,0,0,97,0,0,474,572,11,583
3153,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,007 KASHEKYE,04 KANYEGANYEGYE PRI SCH,535,1,0,1,0,40,0,1,361,404,8,412
3154,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,008 KIBANDA,01 KATUNGU PRI SCH,844,0,0,0,1,64,0,0,520,585,15,600
3155,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,008 KIBANDA,02 KAKAMBA C.O.U,705,0,0,1,0,34,0,0,495,530,5,535
3156,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,008 KIBANDA,03 KINYAMOZI PRI SCH,779,0,2,0,0,79,0,0,397,478,18,496
3157,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,008 KIBANDA,04 KIBANDA PARISH HQTRS,646,0,2,1,0,46,0,0,451,500,2,502
3158,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,008 KIBANDA,05 KIBANDA PRI SCH,310,1,0,0,0,20,0,0,217,238,5,243
3159,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,009 KIGARA,01 KACUCU PRI SCH,674,1,2,1,0,101,1,1,391,498,6,504
3160,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,009 KIGARA,02 KAMWEZI MARKET,612,0,0,3,1,135,1,0,307,447,2,449
3161,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,009 KIGARA,03 KAMWEZI DISPENSARY,508,0,2,1,1,76,0,0,269,349,17,366
3162,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,009 KIGARA,04 KAMWEZI PRI SCH,701,0,1,0,0,67,0,1,461,530,0,530
3163,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,009 KIGARA,05 KIGARA PRI SCH,386,2,1,0,0,46,0,0,223,272,7,279
3164,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,010 KYABUHANGWA,01 KASHEKYE PRI SCH,480,3,1,0,0,0,1,0,252,257,19,276
3165,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,010 KYABUHANGWA,02 RUNONI PRI SCH,642,0,2,0,0,87,1,0,414,504,3,507
3166,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,010 KYABUHANGWA,03 KYABUHANGWA PARISH HQTRS,717,3,2,1,3,126,0,1,324,460,10,470
3167,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,010 KYABUHANGWA,04 KYABUHANGWA PRI SCH,386,3,0,1,1,41,0,1,243,290,4,294
3168,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,011 KYOGO,01 KYOGO PARISH HQTRS,643,2,0,1,0,133,0,1,350,487,10,497
3169,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,011 KYOGO,02 BWIRAMBERE C.O.U,438,0,2,1,0,63,1,0,279,346,6,352
3170,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,011 KYOGO,03 KATERAMABARE,364,2,0,1,1,80,0,0,199,283,8,291
3171,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,012 RWENYANGYE,01 OMUNKOLE PRI SCH,612,0,0,0,0,76,0,0,395,471,9,480
3172,009 KABALE,049 RUKIGA COUNTY,002 KAMWEZI,012 RWENYANGYE,02 RWENYONZA PRI SCH,531,0,2,1,2,124,0,0,272,401,4,405
3173,009 KABALE,049 RUKIGA COUNTY,003 KASHAMBYA,013 BUCHUNDURA,01 KITOJO PRI SCH,757,5,9,3,2,285,1,0,289,594,15,609
3174,009 KABALE,049 RUKIGA COUNTY,003 KASHAMBYA,013 BUCHUNDURA,02 KYEHINDE PRI SCH,356,3,4,0,0,130,0,0,108,245,14,259
